,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,SOURCE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySkyConditions,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,Sunrise,Sunset,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,AWND,CDSD,CLDD,DSNW,HDSD,HTDD,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,REM,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,WindEquipmentChangeDate
3118,72505394728,2012-04-27T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,459.0,1849.0,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3218,72505394728,2012-05-01T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,453.0,1853.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3259,72505394728,2012-05-02T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,452.0,1854.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3299,72505394728,2012-05-03T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,451.0,1855.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3341,72505394728,2012-05-04T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,450.0,1856.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3377,72505394728,2012-05-05T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,449.0,1857.0,,,,,,,,,,,,,,,,,,,,BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3405,72505394728,2012-05-06T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,447.0,1858.0,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3433,72505394728,2012-05-07T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,446.0,1859.0,,,,,,,,,,,,,,,,,,,,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3452,72505394728,2012-05-08T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,445.0,1900.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3491,72505394728,2012-05-09T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,444.0,1901.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3516,72505394728,2012-05-10T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,443.0,1902.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3608,72505394728,2012-05-14T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,439.0,1906.0,,,,,,,,,,,,,,,,,,,,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3647,72505394728,2012-05-15T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,438.0,1907.0,,,,,,,,,,,,,,,,,,,,RA FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3688,72505394728,2012-05-16T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,437.0,1908.0,,,,,,,,,,,,,,,,,,,,RA FG BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3839,72505394728,2012-05-21T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,433.0,1913.0,,,,,,,,,,,,,,,,,,,,RA FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3877,72505394728,2012-05-22T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,432.0,1913.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3911,72505394728,2012-05-23T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,431.0,1914.0,,,,,,,,,,,,,,,,,,,,BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
3960,72505394728,2012-05-24T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,431.0,1915.0,,,,,,,,,,,,,,,,,,,,RA FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4001,72505394728,2012-05-25T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,430.0,1916.0,,,,,,,,,,,,,,,,,,,,BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4022,72505394728,2012-05-26T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,429.0,1917.0,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4047,72505394728,2012-05-27T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,429.0,1918.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4093,72505394728,2012-05-29T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,428.0,1919.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4164,72505394728,2012-06-01T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,426.0,1922.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4200,72505394728,2012-06-02T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,426.0,1922.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4223,72505394728,2012-06-03T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,426.0,1923.0,,,,,,,,,,,,,,,,,,,,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4261,72505394728,2012-06-04T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,425.0,1924.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4300,72505394728,2012-06-06T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,425.0,1925.0,,,,,,,,,,,,,,,,,,,,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4368,72505394728,2012-06-09T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,424.0,1926.0,,,,,,,,,,,,,,,,,,,,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4456,72505394728,2012-06-12T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,424.0,1928.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4504,72505394728,2012-06-13T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,424.0,1928.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4561,72505394728,2012-06-15T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,424.0,1929.0,,,,,,,,,,,,,,,,,,,,HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4679,72505394728,2012-06-20T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,425.0,1931.0,,,,,,,,,,,,,,,,,,,,BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4732,72505394728,2012-06-22T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,425.0,1931.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4758,72505394728,2012-06-23T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,425.0,1931.0,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4781,72505394728,2012-06-24T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,426.0,1931.0,,,,,,,,,,,,,,,,,,,,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4812,72505394728,2012-06-25T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,426.0,1931.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
4912,72505394728,2012-06-29T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,428.0,1931.0,,,,,,,,,,,,,,,,,,,,RA FG BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5029,72505394728,2012-07-04T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,430.0,1930.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5107,72505394728,2012-07-07T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,432.0,1929.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5138,72505394728,2012-07-08T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,433.0,1929.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5308,72505394728,2012-07-15T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,438.0,1925.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5393,72505394728,2012-07-18T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,440.0,1923.0,,,,,,,,,,,,,,,,,,,,RA FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5422,72505394728,2012-07-19T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,441.0,1923.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5475,72505394728,2012-07-20T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,442.0,1922.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5552,72505394728,2012-07-23T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,445.0,1920.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5571,72505394728,2012-07-24T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,446.0,1919.0,,,,,,,,,,,,,,,,,,,,HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5626,72505394728,2012-07-26T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,447.0,1917.0,,,,,,,,,,,,,,,,,,,,RA FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5697,72505394728,2012-07-28T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,449.0,1915.0,,,,,,,,,,,,,,,,,,,,RA BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5732,72505394728,2012-07-29T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,O,,,,,,,,,,,,,,,,,450.0,1914.0,,,,,,,,,,,,,,,,,,,,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
5796,72505394728,2012-07-31T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,452.0,1912.0,64.0,75.0,73.0,29.99,29.86,68.0,3.8,10.0,22.8,0.0,80.0,70.0,50.0,15.0,0.00,0.0,0.0,110.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8024 HR MIN TEMP (F): 70AVERAGE STATION PRESSURE:29.860 MINIMUM SEA LEVEL PRESSURE:29.92 TIME OF OCCURRENCE:2345 PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG): 50 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):110 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.8 24 HR AVG TEMP (F): 75DEPART FROM NORMAL: -2  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 10 LATEST DAY MAX TEMP (0700-1900 LST):80  LATEST NIGHT MIN TEMP(1900-0800 LST):70 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
